Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,82.20,NA,0.21,6.60,6.80,NA,22.88,0.40,34.06,0.00,0.00,NA,NA,NA,NA,NA,72.71,1.28,33.36,NA,NA,0.09,NA,NA
2021-01-01 01:00:00,53.29,NA,0.24,6.63,6.86,NA,23.70,0.44,29.74,0.00,0.00,NA,NA,NA,NA,NA,77.45,1.02,25.94,NA,NA,0.12,NA,NA
2021-01-01 02:00:00,49.86,NA,0.24,6.52,6.76,NA,22.95,0.46,28.28,0.00,0.00,NA,NA,NA,NA,NA,78.70,1.03,31.30,NA,NA,0.38,NA,NA
2021-01-01 03:00:00,38.33,NA,0.30,7.14,7.44,NA,23.88,0.39,21.91,0.00,0.00,NA,NA,NA,NA,NA,83.76,0.70,105.64,NA,NA,0.12,NA,NA
2021-01-01 04:00:00,34.60,NA,0.62,9.07,9.69,NA,23.74,0.38,11.12,0.00,0.00,NA,NA,NA,NA,NA,81.69,0.81,171.45,NA,NA,1.92,NA,NA
2021-01-01 05:00:00,27.12,NA,1.24,11.47,12.70,NA,24.40,0.64,9.75,0.00,0.00,NA,NA,NA,NA,NA,80.60,0.77,97.54,NA,NA,1.02,NA,NA
2021-01-01 06:00:00,44.49,NA,2.11,17.08,19.19,NA,25.40,0.70,10.46,0.00,0.00,NA,NA,NA,NA,NA,81.77,0.70,179.40,NA,NA,4.69,NA,NA
2021-01-01 07:00:00,46.44,NA,0.80,13.88,14.68,NA,24.88,0.59,22.08,0.00,0.00,NA,NA,NA,NA,NA,77.07,1.11,25.16,NA,NA,43.32,NA,NA
2021-01-01 08:00:00,47.96,NA,0.30,9.10,9.41,NA,23.84,0.59,30.08,0.00,0.00,NA,NA,NA,NA,NA,72.63,1.33,33.65,NA,NA,57.46,NA,NA
2021-01-01 09:00:00,45.82,NA,0.34,11.07,11.41,NA,23.85,0.60,31.10,0.00,0.00,NA,NA,NA,NA,NA,67.01,1.48,43.01,NA,NA,173.48,NA,NA
2021-01-01 10:00:00,36.11,NA,0.23,9.28,9.52,NA,25.15,0.61,35.65,0.00,0.00,NA,NA,NA,NA,NA,62.22,1.99,38.24,NA,NA,237.12,NA,NA
2021-01-01 11:00:00,46.74,NA,0.19,6.62,6.81,NA,25.18,0.52,35.35,0.00,0.00,NA,NA,NA,NA,NA,60.28,1.66,48.70,NA,NA,284.55,NA,NA
2021-01-01 12:00:00,35.99,NA,0.22,6.28,6.50,NA,25.77,0.48,33.77,0.00,0.00,NA,NA,NA,NA,NA,61.75,1.78,42.50,NA,NA,279.12,NA,NA
2021-01-01 13:00:00,41.57,NA,0.20,6.25,6.45,NA,26.77,0.45,33.92,0.00,0.00,NA,NA,NA,NA,NA,62.70,1.73,49.46,NA,NA,179.00,NA,NA
2021-01-01 14:00:00,30.22,NA,0.18,6.20,6.38,NA,26.68,0.45,33.15,0.00,0.00,NA,NA,NA,NA,NA,60.74,1.66,35.02,NA,NA,121.34,NA,NA
2021-01-01 15:00:00,28.08,NA,0.19,6.32,6.50,NA,26.59,0.41,34.22,0.00,0.00,NA,NA,NA,NA,NA,61.47,1.86,40.40,NA,NA,82.99,NA,NA
2021-01-01 16:00:00,31.66,NA,0.20,6.77,6.98,NA,26.56,0.41,34.14,0.00,0.00,NA,NA,NA,NA,NA,65.74,1.74,29.17,NA,NA,48.55,NA,NA
2021-01-01 17:00:00,35.26,NA,0.21,7.95,8.16,NA,25.76,0.40,33.34,0.00,0.00,NA,NA,NA,NA,NA,69.64,1.68,31.88,NA,NA,12.75,NA,NA
2021-01-01 18:00:00,26.60,NA,0.20,9.08,9.28,NA,25.32,0.37,30.96,0.00,0.00,NA,NA,NA,NA,NA,71.79,1.56,32.58,NA,NA,0.13,NA,NA
2021-01-01 19:00:00,27.41,NA,0.23,11.09,11.33,NA,25.93,0.41,30.97,0.00,0.00,NA,NA,NA,NA,NA,71.49,1.48,32.05,NA,NA,0.17,NA,NA
