Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,21.20,NA,4.19,11.28,15.48,NA,8.32,0.70,0.93,0.00,2.15,NA,NA,NA,NA,NA,62.96,0.38,97.91,NA,NA,2.78,762.13,NA
2021-01-01 01:00:00,21.20,NA,4.27,11.34,15.51,NA,8.14,0.70,0.49,0.00,0.00,NA,NA,NA,NA,NA,65.70,0.08,68.45,NA,NA,1.47,761.91,NA
2021-01-01 02:00:00,19.44,NA,4.27,11.29,15.57,NA,8.24,0.70,0.74,0.00,0.00,NA,NA,2.60,NA,NA,67.32,0.16,83.16,NA,NA,2.20,761.55,NA
2021-01-01 03:00:00,18.66,NA,4.22,11.30,15.51,NA,8.21,0.70,0.67,1.33,0.00,NA,NA,NA,NA,NA,69.20,0.11,58.74,NA,NA,2.00,761.32,NA
2021-01-01 04:00:00,17.44,NA,4.24,11.24,15.54,NA,8.30,0.70,1.14,1.88,0.00,NA,NA,NA,NA,NA,73.42,0.11,38.34,NA,NA,3.40,761.42,NA
2021-01-01 05:00:00,18.14,NA,4.22,11.32,15.56,NA,7.99,0.70,1.45,0.00,0.00,NA,NA,NA,NA,NA,73.98,0.12,54.23,NA,NA,4.34,761.59,NA
2021-01-01 06:00:00,16.32,NA,4.23,11.34,15.51,NA,8.15,0.71,1.01,0.00,0.00,NA,NA,NA,NA,NA,77.23,0.10,38.70,NA,NA,3.03,762.11,NA
2021-01-01 07:00:00,13.79,NA,4.28,11.35,15.47,NA,8.22,0.71,6.84,0.00,0.00,NA,NA,NA,NA,NA,77.92,0.18,31.26,NA,NA,20.54,762.79,NA
2021-01-01 08:00:00,15.88,NA,4.20,11.28,15.47,NA,8.46,0.70,8.59,0.00,0.00,NA,NA,2.21,NA,NA,72.28,0.34,48.83,NA,NA,25.76,763.33,NA
2021-01-01 09:00:00,16.74,NA,4.24,11.27,15.47,NA,8.10,0.70,22.06,1.25,0.00,NA,NA,NA,NA,NA,63.40,1.70,92.18,NA,NA,66.18,763.35,NA
2021-01-01 10:00:00,17.44,NA,4.26,11.24,15.57,NA,8.28,0.69,26.58,0.19,0.00,NA,NA,NA,NA,NA,54.28,2.52,110.43,NA,NA,79.74,763.11,NA
2021-01-01 11:00:00,18.10,NA,4.25,11.27,15.54,NA,8.15,0.70,29.03,0.00,0.00,NA,NA,NA,NA,NA,52.25,2.65,112.92,NA,NA,87.08,762.69,NA
2021-01-01 12:00:00,24.78,NA,4.16,11.28,15.52,NA,8.23,0.69,27.92,0.00,0.00,NA,NA,1.90,NA,NA,53.98,2.51,115.15,NA,NA,83.77,762.08,NA
2021-01-01 13:00:00,27.76,NA,4.22,11.30,15.53,NA,8.10,0.68,25.22,0.00,0.00,NA,NA,0.29,NA,NA,53.06,2.52,110.60,NA,NA,75.67,761.40,NA
2021-01-01 14:00:00,31.74,NA,4.22,11.25,15.57,NA,8.26,0.71,18.26,0.00,0.00,NA,NA,NA,NA,NA,49.88,2.60,112.09,NA,NA,54.78,760.97,NA
2021-01-01 15:00:00,28.00,NA,4.33,11.26,15.52,NA,8.22,0.71,14.22,0.00,2.38,NA,NA,NA,NA,NA,50.36,2.37,107.54,NA,NA,42.66,760.71,NA
2021-01-01 16:00:00,25.52,NA,4.28,11.30,15.55,NA,8.06,0.72,8.88,0.00,0.00,NA,NA,NA,NA,NA,54.22,2.52,106.25,NA,NA,26.64,760.80,NA
2021-01-01 17:00:00,25.23,NA,4.29,11.27,15.60,NA,8.19,0.70,2.94,0.00,0.00,NA,NA,NA,NA,NA,58.82,1.75,106.00,NA,NA,8.82,761.01,NA
2021-01-01 18:00:00,25.58,NA,4.26,11.31,15.50,NA,8.33,0.70,1.10,1.60,0.00,NA,NA,NA,NA,NA,61.03,1.87,104.24,NA,NA,3.29,761.38,NA
2021-01-01 19:00:00,24.77,NA,4.22,11.38,15.52,NA,8.06,0.70,1.10,0.00,0.00,NA,NA,NA,NA,NA,62.41,1.34,100.78,NA,NA,3.29,761.98,NA
2021-01-01 20:00:00,23.44,NA,4.23,11.31,15.53,NA,8.16,0.70,1.03,0.00,0.00,NA,NA,NA,NA,NA,63.94,1.21,98.15,NA,NA,3.10,762.39,NA
2021-01-01 21:00:00,20.34,NA,4.30,11.37,15.48,NA,8.25,0.70,0.92,0.00,0.00,NA,NA,NA,NA,NA,63.39,0.66,98.06,NA,NA,2.76,762.54,NA
2021-01-01 22:00:00,20.24,NA,4.12,11.20,15.62,NA,8.19,0.70,0.91,0.00,0.00,NA,NA,NA,NA,NA,66.03,0.59,73.14,NA,NA,2.74,762.45,NA
2021-01-01 23:00:00,17.12,NA,4.18,11.32,15.53,NA,8.52,0.70,0.84,1.38,0.00,NA,NA,NA,NA,NA,67.56,0.53,72.34,NA,NA,2.54,762.30,NA
2021-01-02 00:00:00,17.70,NA,4.28,11.28,15.47,NA,8.27,0.70,0.86,0.20,0.00,NA,NA,NA,NA,NA,69.34,0.29,69.63,NA,NA,2.58,761.92,NA
2021-01-02 01:00:00,18.90,NA,4.27,11.33,15.52,NA,8.30,0.69,0.91,0.00,0.00,NA,NA,NA,1.97,NA,70.18,0.38,67.87,NA,NA,2.73,761.49,NA
2021-01-02 02:00:00,14.34,NA,4.26,11.22,15.50,NA,8.14,0.69,1.22,0.00,0.00,NA,NA,NA,NA,NA,67.61,0.59,94.80,NA,NA,3.65,761.25,NA
2021-01-02 03:00:00,16.88,NA,4.24,11.29,15.59,NA,8.23,0.69,0.40,0.00,0.00,NA,NA,NA,NA,NA,69.78,0.54,64.76,NA,NA,1.21,760.89,NA
2021-01-02 04:00:00,16.41,NA,4.20,11.34,15.55,NA,8.09,0.69,0.36,0.00,0.00,NA,NA,NA,NA,NA,73.94,0.22,54.66,NA,NA,1.08,760.95,NA
2021-01-02 05:00:00,12.56,NA,4.17,11.33,15.46,NA,8.04,0.70,0.72,0.00,0.00,NA,NA,1.90,NA,NA,75.65,0.20,63.91,NA,NA,2.16,761.21,NA
2021-01-02 06:00:00,12.40,NA,4.16,11.28,15.60,NA,8.29,0.70,0.89,0.00,0.00,NA,NA,NA,NA,NA,76.77,0.40,60.22,NA,NA,2.67,761.85,NA
2021-01-02 07:00:00,15.13,NA,4.22,11.36,15.49,NA,8.11,0.71,3.39,0.00,0.00,NA,NA,NA,NA,NA,76.86,1.02,64.48,NA,NA,10.17,762.64,NA
2021-01-02 08:00:00,15.82,NA,4.30,11.28,15.48,NA,8.20,0.70,4.94,1.35,0.00,NA,NA,NA,NA,NA,76.00,1.11,71.18,NA,NA,14.83,763.24,NA
2021-01-02 09:00:00,22.13,NA,4.22,11.25,15.46,NA,8.41,0.71,11.48,0.00,0.00,NA,NA,NA,NA,NA,77.50,2.38,73.65,NA,NA,34.44,763.58,NA
2021-01-02 10:00:00,26.02,NA,4.24,11.30,15.50,NA,8.12,0.71,5.08,0.00,2.68,NA,NA,2.20,NA,NA,83.42,1.64,65.05,NA,NA,15.24,763.84,NA
2021-01-02 11:00:00,29.63,NA,4.24,11.26,15.57,NA,8.44,0.70,5.54,0.00,0.00,NA,NA,NA,NA,NA,86.04,1.67,69.85,NA,NA,16.62,763.52,NA
2021-01-02 12:00:00,27.87,NA,4.21,11.36,15.51,NA,8.10,0.70,7.87,0.00,0.00,NA,NA,NA,2.15,NA,86.90,1.45,73.19,NA,NA,23.60,762.69,NA
2021-01-02 13:00:00,24.44,NA,4.20,11.34,15.47,NA,8.28,0.70,13.38,0.00,0.00,NA,NA,NA,0.36,NA,85.76,1.84,78.77,NA,NA,40.12,761.92,NA
2021-01-02 14:00:00,26.02,NA,4.22,11.41,15.52,NA,8.26,0.69,11.80,0.00,0.00,NA,NA,NA,NA,NA,82.71,1.95,82.52,NA,NA,35.42,761.31,NA
2021-01-02 15:00:00,22.88,NA,4.18,11.34,15.50,NA,8.12,0.69,19.74,0.00,0.00,NA,NA,NA,NA,NA,79.06,1.67,83.40,NA,NA,59.21,760.69,NA
2021-01-02 16:00:00,19.86,NA,4.30,11.31,15.56,NA,8.41,0.69,9.28,0.00,0.00,NA,NA,NA,NA,NA,76.64,2.27,104.19,NA,NA,27.85,760.61,NA
2021-01-02 17:00:00,17.90,NA,4.18,11.23,15.54,NA,8.30,0.70,4.48,0.00,0.00,NA,NA,NA,NA,NA,79.56,1.65,95.62,NA,NA,13.46,760.95,NA
2021-01-02 18:00:00,19.58,NA,4.20,11.27,15.55,NA,8.20,0.71,3.10,0.26,0.00,NA,NA,NA,NA,NA,78.73,1.53,92.02,NA,NA,9.30,761.25,NA
2021-01-02 19:00:00,19.91,NA,4.22,11.32,15.61,NA,8.05,0.71,2.48,0.00,0.00,NA,NA,NA,NA,NA,80.44,0.96,86.01,NA,NA,7.44,761.64,NA
2021-01-02 20:00:00,19.27,NA,4.25,11.27,15.47,NA,8.18,0.70,4.07,0.00,0.00,NA,NA,NA,2.07,NA,74.40,1.41,101.48,NA,NA,12.22,761.89,NA
2021-01-02 21:00:00,20.94,NA,4.22,11.30,15.51,NA,8.25,0.70,3.66,0.00,0.00,NA,NA,NA,0.38,NA,73.34,1.44,88.04,NA,NA,10.98,762.09,NA
2021-01-02 22:00:00,15.88,NA,4.27,11.25,15.51,NA,8.22,0.69,3.08,0.00,0.00,NA,NA,NA,NA,NA,73.70,1.36,82.80,NA,NA,9.24,762.00,NA
2021-01-02 23:00:00,16.11,NA,4.20,11.19,15.52,NA,8.07,0.70,2.60,0.00,0.00,NA,NA,NA,NA,NA,73.91,1.26,90.66,NA,NA,7.79,761.76,NA
2021-01-03 00:00:00,14.68,NA,4.19,11.26,15.53,NA,8.20,0.69,2.15,0.00,0.00,NA,NA,NA,NA,NA,74.18,1.54,89.41,NA,NA,6.44,761.36,NA
2021-01-03 01:00:00,17.76,NA,4.21,11.31,15.58,NA,8.29,0.69,1.54,0.00,0.00,NA,NA,NA,NA,NA,75.77,1.21,85.61,NA,NA,4.63,760.91,NA
2021-01-03 02:00:00,14.23,NA,4.22,11.30,15.56,NA,8.24,0.70,1.07,1.16,0.00,NA,NA,1.91,NA,NA,80.08,1.76,68.14,NA,NA,3.20,760.37,NA
2021-01-03 03:00:00,12.37,NA,4.22,11.23,15.51,NA,8.08,0.70,1.27,0.22,0.00,NA,NA,NA,NA,NA,80.46,1.17,65.57,NA,NA,3.82,760.12,NA
2021-01-03 04:00:00,15.40,NA,4.20,11.29,15.51,NA,8.51,0.70,0.66,0.00,0.00,NA,NA,NA,NA,NA,81.47,1.39,62.27,NA,NA,1.98,760.05,NA
2021-01-03 05:00:00,16.55,NA,4.20,11.34,15.48,NA,8.25,0.70,1.96,0.00,0.00,NA,NA,NA,NA,NA,84.25,1.28,64.47,NA,NA,5.87,760.37,NA
2021-01-03 06:00:00,14.72,NA,4.22,11.31,15.43,NA,8.17,0.70,1.60,0.00,0.00,NA,NA,NA,NA,NA,83.86,1.05,64.04,NA,NA,4.81,760.86,NA
2021-01-03 07:00:00,12.26,NA,4.29,11.33,15.50,NA,8.33,0.71,4.58,0.00,2.94,NA,NA,NA,NA,NA,84.11,1.30,63.61,NA,NA,13.73,761.40,NA
