Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 23:00:00,15.00,36.84,5.62,15.29,20.92,36.94,18.26,0.44,40.60,0.30,0.95,NA,NA,0.14,0.33,NA,98.47,1.85,248.10,NA,NA,7.10,NA,-0.38
2022-01-02 00:00:00,10.76,37.19,6.41,16.27,22.69,42.05,20.38,0.75,37.94,0.24,0.87,NA,NA,0.13,0.29,NA,98.45,1.68,249.83,NA,NA,7.05,NA,-0.39
2022-01-02 01:00:00,8.67,33.32,8.08,16.28,24.36,49.82,22.49,0.80,41.14,0.21,0.84,NA,NA,0.12,0.27,NA,98.44,1.60,250.86,NA,NA,7.02,NA,-0.40
2022-01-02 02:00:00,6.22,24.42,7.57,16.26,23.83,46.03,24.02,0.78,42.12,0.20,0.83,NA,NA,0.12,0.26,NA,98.46,1.41,252.14,NA,NA,7.12,NA,-0.41
2022-01-02 03:00:00,9.56,21.83,7.26,16.51,23.76,48.49,25.94,0.95,40.98,0.20,0.85,NA,NA,0.12,0.25,NA,98.45,1.55,252.28,NA,NA,7.02,NA,-0.40
2022-01-02 04:00:00,12.41,19.43,8.53,15.36,23.89,50.18,28.20,0.81,37.27,0.19,0.82,NA,NA,0.12,0.25,NA,98.46,1.52,247.67,NA,NA,6.95,NA,-0.40
2022-01-02 05:00:00,13.55,26.76,8.12,15.57,23.68,51.01,30.72,0.79,23.66,0.23,0.86,NA,NA,0.13,0.27,NA,98.51,1.00,238.23,NA,NA,7.18,NA,-0.44
2022-01-02 06:00:00,10.05,32.92,9.15,14.54,23.70,53.80,33.22,0.78,36.59,0.34,1.08,NA,NA,0.17,0.37,NA,98.48,1.27,248.01,NA,NA,18.42,NA,-0.42
2022-01-02 07:00:00,7.03,24.69,7.77,15.75,23.53,49.12,35.81,0.86,19.34,0.47,1.32,NA,NA,0.21,0.53,NA,98.49,0.86,234.21,NA,NA,196.20,NA,-0.45
2022-01-02 08:00:00,14.48,27.72,8.13,15.14,23.27,53.04,38.21,0.60,38.20,0.73,1.89,NA,NA,0.30,0.87,NA,92.21,1.92,249.44,NA,NA,445.98,NA,-0.37
2022-01-02 09:00:00,19.52,26.08,8.21,16.20,24.41,50.70,40.22,0.63,35.12,0.45,1.07,NA,NA,0.18,0.52,NA,87.40,2.08,250.28,NA,NA,471.90,NA,-0.36
2022-01-02 10:00:00,16.34,25.47,6.98,16.04,23.02,45.67,42.09,0.65,46.16,0.44,1.04,NA,NA,0.19,0.55,NA,84.98,2.80,245.65,NA,NA,474.92,NA,-0.32
2022-01-02 11:00:00,16.74,25.78,7.40,16.55,23.95,48.41,43.15,0.76,45.82,0.39,0.88,NA,NA,0.16,0.46,NA,80.78,2.46,251.15,NA,NA,478.98,NA,-0.34
2022-01-02 12:00:00,16.53,30.24,5.89,16.78,22.67,36.43,44.04,0.79,35.56,0.33,0.79,NA,NA,0.16,0.45,NA,78.88,2.48,251.97,NA,NA,481.58,NA,-0.33
2022-01-02 13:00:00,18.26,37.77,6.45,15.96,22.41,42.72,44.58,0.71,13.95,0.29,0.71,NA,NA,0.16,0.44,NA,81.77,2.43,248.07,NA,NA,428.68,NA,-0.34
2022-01-02 14:00:00,20.18,61.58,9.15,15.34,24.49,50.56,44.64,0.61,22.38,0.38,0.71,NA,NA,0.16,0.45,NA,86.54,2.46,248.16,NA,NA,316.77,NA,-0.34
2022-01-02 15:00:00,24.59,63.19,6.51,15.47,21.98,45.66,45.24,0.66,20.81,0.46,0.78,NA,NA,0.18,0.48,NA,86.45,2.46,245.88,NA,NA,222.00,NA,-0.33
2022-01-02 16:00:00,29.89,60.34,8.11,15.92,24.03,51.17,45.90,0.43,21.60,0.47,0.77,NA,NA,0.17,0.47,NA,85.22,2.23,247.98,NA,NA,309.60,NA,-0.35
2022-01-02 17:00:00,32.28,66.52,8.00,16.32,24.32,48.22,46.78,0.46,28.92,0.58,0.88,NA,NA,0.19,0.54,NA,87.70,2.55,247.12,NA,NA,97.48,NA,-0.33
2022-01-02 18:00:00,22.46,64.36,7.82,15.51,23.33,49.06,47.38,0.45,46.64,0.55,0.92,NA,NA,0.19,0.56,NA,92.32,1.98,250.17,NA,NA,6.02,NA,-0.37
2022-01-02 19:00:00,21.53,53.90,5.60,17.17,22.77,38.70,47.54,0.42,45.22,0.46,0.80,NA,NA,0.18,0.48,NA,92.91,1.83,252.22,NA,NA,5.60,NA,-0.38
2022-01-02 20:00:00,19.78,51.42,6.61,16.22,22.84,44.47,48.41,0.40,43.85,0.48,0.72,NA,NA,0.17,0.44,NA,91.26,1.76,249.74,NA,NA,5.60,NA,-0.39
2022-01-02 21:00:00,17.97,52.98,6.82,16.16,22.98,43.80,48.66,0.30,40.09,0.44,0.71,NA,NA,0.16,0.41,NA,91.02,1.74,249.33,NA,NA,5.60,NA,-0.39
2022-01-02 22:00:00,17.69,49.22,7.02,16.61,23.63,48.10,49.44,0.26,42.98,0.36,0.66,NA,NA,0.16,0.38,NA,89.88,1.81,249.63,NA,NA,5.60,NA,-0.38
2022-01-02 23:00:00,16.92,49.65,6.28,16.05,22.33,40.94,49.77,0.33,43.05,0.32,0.60,NA,NA,0.15,0.34,NA,89.26,1.71,248.33,NA,NA,5.60,NA,-0.39
2022-01-03 00:00:00,21.52,47.06,8.23,16.70,24.93,50.99,50.42,0.52,46.00,0.29,0.53,NA,NA,0.14,0.30,NA,88.79,1.52,249.73,NA,NA,5.60,NA,-0.41
2022-01-03 01:00:00,24.14,45.35,10.44,15.54,25.98,63.04,51.14,0.70,46.67,0.27,0.52,NA,NA,0.14,0.28,NA,91.47,1.45,250.77,NA,NA,5.60,NA,-0.41
2022-01-03 02:00:00,25.88,41.25,7.32,16.22,23.53,47.50,51.91,0.74,45.50,0.27,0.53,NA,NA,0.13,0.28,NA,92.53,1.47,246.71,NA,NA,5.60,NA,-0.41
2022-01-03 03:00:00,23.66,48.85,8.90,15.16,24.06,55.70,53.06,0.59,43.38,0.28,0.54,NA,NA,0.14,0.28,NA,95.94,1.26,247.52,NA,NA,5.60,NA,-0.42
2022-01-03 04:00:00,20.66,54.61,6.67,16.89,23.56,43.24,54.10,0.51,37.07,0.32,0.57,NA,NA,0.14,0.29,NA,96.27,1.16,241.97,NA,NA,5.57,NA,-0.43
2022-01-03 05:00:00,19.72,52.66,6.92,15.87,22.79,45.80,54.66,0.66,30.65,0.42,0.68,NA,NA,0.16,0.36,NA,97.15,1.02,233.58,NA,NA,5.60,NA,-0.44
2022-01-03 06:00:00,20.61,47.69,7.26,16.16,23.42,48.10,55.44,0.64,12.62,0.64,1.16,NA,NA,0.24,0.60,NA,98.55,0.40,214.44,NA,NA,17.45,NA,-0.48
2022-01-03 07:00:00,30.53,47.18,6.94,16.58,23.52,45.95,56.20,0.65,7.64,1.09,2.06,NA,NA,0.36,1.01,NA,98.55,0.75,222.44,NA,NA,247.62,NA,-0.46
2022-01-03 08:00:00,31.72,56.53,6.53,16.66,23.19,42.60,56.92,0.91,18.70,1.91,3.30,NA,NA,0.49,1.59,NA,96.89,0.98,236.46,NA,NA,437.72,NA,-0.44
2022-01-03 09:00:00,35.78,64.63,5.27,16.73,22.00,38.53,57.93,0.95,45.43,2.12,3.98,NA,NA,0.58,2.23,NA,76.82,2.21,246.17,NA,NA,486.67,NA,-0.36
2022-01-03 10:00:00,28.55,60.55,6.29,15.90,22.19,39.06,58.56,1.09,16.76,0.78,1.65,NA,NA,0.30,1.04,NA,73.48,2.14,253.58,NA,NA,489.08,NA,-0.36
2022-01-03 11:00:00,31.04,58.78,4.00,18.48,7.38,25.55,58.75,0.80,36.86,0.27,0.52,NA,NA,0.11,0.35,NA,70.21,2.47,250.15,NA,NA,479.97,NA,-0.35
2022-01-03 12:00:00,33.51,72.08,2.96,15.77,17.07,15.29,9.06,0.76,23.99,0.48,1.03,NA,NA,0.25,0.70,NA,69.12,2.28,250.92,NA,NA,479.10,NA,-0.34
2022-01-03 13:00:00,33.80,89.97,7.07,15.49,22.56,43.52,10.51,0.84,48.95,0.44,0.85,NA,NA,0.20,0.57,NA,69.07,2.31,249.11,NA,NA,440.15,NA,-0.34
2022-01-03 14:00:00,34.17,92.28,10.44,15.49,25.93,60.14,12.08,0.78,53.87,0.48,1.52,NA,NA,0.20,0.60,NA,69.09,2.23,252.10,NA,NA,470.02,NA,-0.35
2022-01-03 15:00:00,34.25,76.37,9.69,15.04,24.73,57.49,14.73,0.69,57.54,0.54,0.90,NA,NA,0.20,0.51,NA,69.00,2.21,248.60,NA,NA,501.05,NA,-0.35
2022-01-03 16:00:00,36.61,71.90,8.82,15.68,24.49,52.99,16.85,0.72,49.36,0.56,0.88,NA,NA,0.23,0.52,NA,74.12,1.92,251.72,NA,NA,303.77,NA,-0.37
2022-01-03 17:00:00,34.48,68.01,7.06,16.30,23.37,44.17,18.76,0.73,49.83,0.47,0.83,NA,NA,0.17,0.54,NA,76.75,1.80,247.06,NA,NA,67.68,NA,-0.39
2022-01-03 18:00:00,32.39,64.24,7.86,10.82,20.85,34.08,21.41,0.72,44.48,0.51,0.95,NA,NA,0.24,0.64,NA,80.69,1.62,249.85,NA,NA,5.55,NA,-0.40
2022-01-03 19:00:00,34.94,73.76,NA,NA,NA,NA,23.10,0.76,39.99,0.61,0.92,NA,NA,0.20,0.58,NA,84.22,1.47,251.02,NA,NA,4.93,NA,-0.41
2022-01-03 20:00:00,26.12,74.53,NA,NA,NA,NA,23.70,0.77,41.32,0.58,0.90,NA,NA,0.22,0.58,NA,85.07,1.49,251.25,NA,NA,4.93,NA,-0.40
2022-01-03 21:00:00,29.27,74.04,NA,NA,NA,NA,23.24,0.60,43.20,0.55,0.88,NA,NA,0.24,0.57,NA,83.21,1.56,249.09,NA,NA,4.93,NA,-0.40
2022-01-03 22:00:00,32.47,73.36,NA,NA,NA,NA,22.56,0.67,49.46,0.47,0.82,NA,NA,0.22,0.53,NA,82.41,1.68,251.30,NA,NA,4.90,NA,-0.39
2022-01-03 23:00:00,26.60,67.43,NA,NA,NA,NA,21.16,0.64,53.29,0.40,0.73,NA,NA,0.22,0.46,NA,81.23,1.63,250.07,NA,NA,4.90,NA,-0.39
2022-01-04 00:00:00,37.09,61.38,NA,NA,NA,NA,19.58,0.78,53.62,0.34,0.64,NA,NA,0.21,0.40,NA,78.89,1.66,249.03,NA,NA,4.90,NA,-0.40
2022-01-04 01:00:00,29.21,63.89,NA,NA,NA,NA,17.55,0.87,54.89,0.32,0.63,NA,NA,0.26,0.41,NA,80.33,1.54,251.95,NA,NA,4.90,NA,-0.40
2022-01-04 02:00:00,31.69,57.85,NA,NA,NA,NA,15.95,0.75,52.53,0.30,0.62,NA,NA,0.25,0.40,NA,80.65,1.43,250.21,NA,NA,4.90,NA,-0.41
2022-01-04 03:00:00,28.34,60.44,NA,NA,NA,NA,14.67,0.77,52.87,0.29,0.59,NA,NA,0.12,0.38,NA,82.46,1.50,250.72,NA,NA,4.90,NA,-0.41
2022-01-04 04:00:00,35.73,55.15,NA,NA,NA,NA,13.88,0.78,52.24,0.30,0.61,NA,NA,0.25,0.38,NA,84.27,1.38,246.44,NA,NA,4.90,NA,-0.42
2022-01-04 05:00:00,33.97,59.01,NA,NA,NA,NA,14.05,0.85,27.97,0.36,0.67,NA,NA,0.24,0.39,NA,92.99,0.84,229.28,NA,NA,5.00,NA,-0.45
2022-01-04 06:00:00,34.55,59.14,NA,NA,NA,NA,14.12,0.86,21.40,0.76,1.05,NA,NA,0.29,0.54,NA,97.11,0.78,235.17,NA,NA,16.42,NA,-0.46
2022-01-04 07:00:00,35.24,67.61,NA,NA,NA,NA,14.30,0.71,15.86,1.10,1.86,NA,NA,0.38,0.82,NA,96.81,0.57,238.37,NA,NA,216.32,NA,-0.46
2022-01-04 08:00:00,34.29,60.00,NA,NA,NA,NA,14.56,0.53,25.55,1.98,3.20,NA,NA,0.57,1.74,NA,84.65,1.58,231.77,NA,NA,463.28,NA,-0.40
2022-01-04 09:00:00,37.87,69.61,NA,NA,NA,NA,15.57,0.59,43.06,2.39,3.52,NA,NA,0.61,2.10,NA,71.35,2.68,244.56,NA,NA,461.75,NA,-0.32
2022-01-04 10:00:00,33.79,73.24,NA,NA,NA,NA,17.51,0.48,45.80,0.89,1.60,NA,NA,0.36,1.04,NA,66.75,2.47,250.93,NA,NA,494.05,NA,-0.34
2022-01-04 11:00:00,28.74,73.98,NA,NA,NA,NA,15.16,0.65,47.41,0.59,1.18,NA,NA,0.26,0.76,NA,63.78,2.40,250.98,NA,NA,475.55,NA,-0.34
2022-01-04 12:00:00,32.90,81.75,NA,NA,NA,NA,15.71,0.75,37.70,0.48,1.14,NA,NA,0.28,0.78,NA,63.55,2.47,249.32,NA,NA,487.35,NA,-0.34
2022-01-04 13:00:00,40.38,93.92,NA,NA,NA,NA,16.73,0.54,42.92,0.50,1.25,NA,NA,0.32,0.89,NA,63.80,2.56,249.56,NA,NA,467.80,NA,-0.33
2022-01-04 14:00:00,44.19,99.27,NA,NA,NA,NA,16.73,0.51,36.82,0.47,0.99,NA,NA,0.25,0.64,NA,67.70,2.39,250.24,NA,NA,379.65,NA,-0.34
2022-01-04 15:00:00,45.68,104.13,NA,NA,NA,NA,16.74,0.48,39.29,0.40,0.77,NA,NA,0.25,0.55,NA,67.77,2.00,250.01,NA,NA,345.92,NA,-0.37
2022-01-04 16:00:00,46.73,110.10,NA,NA,NA,NA,16.58,0.69,60.68,0.41,0.66,NA,NA,0.22,0.47,NA,69.87,2.05,250.03,NA,NA,251.18,NA,-0.37
2022-01-04 17:00:00,49.41,103.79,5.03,17.40,22.43,35.97,17.48,0.78,65.27,0.46,0.70,NA,NA,0.20,0.49,NA,71.33,1.92,250.97,NA,NA,46.32,NA,-0.38
2022-01-04 18:00:00,38.16,95.57,5.82,14.68,20.49,35.28,17.92,0.69,61.09,0.53,1.02,NA,NA,0.25,0.66,NA,71.24,1.72,253.04,NA,NA,5.43,NA,-0.39
2022-01-04 19:00:00,28.89,88.15,6.79,15.65,22.44,41.70,18.52,0.69,55.95,0.47,0.78,NA,NA,0.21,0.54,NA,73.00,1.53,253.47,NA,NA,4.90,NA,-0.40
2022-01-04 20:00:00,24.86,80.27,8.10,17.18,25.27,49.63,18.14,0.74,53.24,0.44,0.75,NA,NA,0.20,0.51,NA,75.47,1.49,253.66,NA,NA,4.90,NA,-0.41
2022-01-04 21:00:00,22.10,61.29,6.66,15.87,22.53,42.56,17.24,0.51,50.44,0.43,0.75,NA,NA,0.20,0.50,NA,73.90,1.54,251.09,NA,NA,4.90,NA,-0.41
2022-01-04 22:00:00,15.05,56.28,7.29,14.88,22.17,46.22,16.44,0.57,39.26,0.39,0.70,NA,NA,0.20,0.48,NA,78.06,1.12,245.93,NA,NA,4.90,NA,-0.43
2022-01-04 23:00:00,17.40,57.32,8.58,15.77,24.35,52.53,16.01,0.62,16.68,0.41,0.79,NA,NA,0.25,0.54,NA,90.17,0.61,252.29,NA,NA,4.90,NA,-0.47
2022-01-05 00:00:00,21.28,59.74,6.96,16.34,23.29,38.10,16.02,0.44,21.21,0.54,1.05,NA,NA,0.32,0.67,NA,93.72,0.49,209.01,NA,NA,4.93,NA,-0.47
2022-01-05 01:00:00,21.31,56.59,8.51,16.01,24.52,54.07,16.56,0.56,22.12,0.60,1.11,NA,NA,0.32,0.67,NA,95.83,0.46,188.87,NA,NA,4.90,NA,-0.47
2022-01-05 02:00:00,20.95,52.87,9.60,14.78,24.38,53.96,17.45,0.40,18.73,0.59,1.22,NA,NA,0.33,0.67,NA,97.98,0.38,224.94,NA,NA,4.90,NA,-0.47
2022-01-05 03:00:00,22.27,53.58,8.28,15.14,23.42,48.71,18.53,0.37,14.11,0.68,1.69,NA,NA,0.44,0.76,NA,98.48,0.46,184.99,NA,NA,4.90,NA,-0.46
2022-01-05 04:00:00,26.90,58.92,8.74,15.61,24.34,53.38,19.23,0.43,17.73,0.82,2.03,NA,NA,0.54,0.82,NA,98.48,0.48,174.65,NA,NA,4.90,NA,-0.46
2022-01-05 05:00:00,30.42,64.62,6.49,16.36,22.85,42.29,19.90,0.44,19.42,0.93,2.10,NA,NA,0.93,1.16,NA,97.82,0.33,202.22,NA,NA,4.90,NA,-0.47
2022-01-05 06:00:00,31.99,78.79,8.09,16.46,24.55,51.77,20.02,0.42,14.48,1.14,2.10,NA,NA,1.22,1.48,NA,97.98,0.36,232.68,NA,NA,13.75,NA,-0.47
2022-01-05 07:00:00,33.32,75.50,7.66,15.41,23.08,47.18,20.19,0.45,14.64,1.28,2.40,NA,NA,0.97,1.45,NA,96.45,0.60,239.43,NA,NA,259.12,NA,-0.46
2022-01-05 08:00:00,34.12,76.15,8.62,14.93,23.55,51.95,20.45,0.43,33.98,1.73,3.80,NA,NA,0.94,2.00,NA,88.28,1.34,229.23,NA,NA,456.00,NA,-0.42
2022-01-05 09:00:00,35.11,81.89,7.76,15.69,23.44,49.02,20.98,0.35,45.46,1.87,5.66,NA,NA,0.92,3.29,NA,83.32,1.51,230.20,NA,NA,498.78,NA,-0.40
2022-01-05 10:00:00,31.70,77.29,7.22,15.62,22.85,44.42,21.32,0.41,37.56,1.44,4.55,NA,NA,0.71,2.76,NA,78.86,2.32,235.72,NA,NA,494.98,NA,-0.35
2022-01-05 11:00:00,29.39,65.82,7.03,15.47,22.50,43.39,22.03,0.55,15.33,0.81,1.98,NA,NA,0.55,1.40,NA,77.40,2.31,245.00,NA,NA,474.55,NA,-0.35
2022-01-05 12:00:00,34.34,61.50,7.04,16.20,23.24,46.42,24.12,0.43,30.94,0.61,1.40,NA,NA,0.45,1.04,NA,75.55,2.67,237.94,NA,NA,489.60,NA,-0.33
2022-01-05 13:00:00,33.78,60.12,7.37,15.57,22.94,43.36,25.30,0.39,35.69,0.54,1.08,NA,NA,0.40,0.83,NA,76.47,2.37,242.18,NA,NA,311.83,NA,-0.35
2022-01-05 14:00:00,25.44,58.23,7.57,16.44,24.00,47.26,25.30,0.61,32.87,0.49,0.95,NA,NA,0.32,0.72,NA,74.44,2.70,238.05,NA,NA,470.85,NA,-0.32
2022-01-05 15:00:00,26.76,49.27,7.66,15.28,22.94,49.03,24.76,0.42,31.32,0.48,0.83,NA,NA,0.29,0.62,NA,73.70,2.55,240.12,NA,NA,487.13,NA,-0.34
2022-01-05 16:00:00,23.11,48.56,7.40,15.37,22.77,45.40,24.08,0.89,28.74,0.46,0.80,NA,NA,0.35,0.67,NA,75.62,2.27,240.16,NA,NA,364.58,NA,-0.35
2022-01-05 17:00:00,19.13,46.68,8.32,15.84,24.16,50.66,23.64,0.99,31.13,0.52,0.90,NA,NA,0.50,0.82,NA,80.63,1.56,253.78,NA,NA,89.88,NA,-0.40
2022-01-05 18:00:00,13.73,51.60,6.42,15.90,22.33,39.62,24.61,1.12,33.57,0.63,1.37,NA,NA,0.69,1.56,NA,86.31,1.32,259.17,NA,NA,4.95,NA,-0.42
2022-01-05 19:00:00,20.98,53.14,8.48,15.47,23.95,51.74,24.83,1.06,31.80,0.56,1.24,NA,NA,0.41,1.10,NA,89.23,1.34,254.38,NA,NA,4.50,NA,-0.42
2022-01-05 20:00:00,21.77,54.93,9.12,15.65,24.77,54.90,26.75,1.00,33.84,0.49,1.07,NA,NA,0.28,0.78,NA,90.69,1.27,253.70,NA,NA,4.47,NA,-0.42
2022-01-05 21:00:00,24.78,45.79,5.61,16.76,22.36,36.90,26.68,1.40,32.32,0.44,1.16,NA,NA,0.30,0.84,NA,90.20,1.30,253.43,NA,NA,4.47,NA,-0.42
2022-01-05 22:00:00,22.03,50.52,6.79,15.30,22.08,43.50,26.42,1.39,29.60,0.40,1.00,NA,NA,0.30,0.73,NA,90.14,1.26,253.89,NA,NA,4.50,NA,-0.42
2022-01-05 23:00:00,24.65,50.30,7.96,15.97,23.92,47.86,25.70,0.86,28.34,0.41,0.93,NA,NA,0.34,0.70,NA,91.37,1.48,249.88,NA,NA,4.47,NA,-0.41
2022-01-06 00:00:00,24.53,52.28,7.75,15.04,22.79,49.85,25.90,0.60,30.28,0.40,0.90,NA,NA,0.40,0.68,NA,92.71,1.34,248.81,NA,NA,4.50,NA,-0.42
2022-01-06 01:00:00,22.69,50.04,6.16,15.96,22.12,39.40,26.64,0.49,20.17,0.36,0.96,NA,NA,0.50,0.72,NA,95.33,1.00,244.38,NA,NA,4.47,NA,-0.44
2022-01-06 02:00:00,20.59,53.32,7.53,15.92,23.45,47.14,27.82,0.43,9.46,0.40,1.02,NA,NA,0.54,0.76,NA,98.50,0.57,215.23,NA,NA,4.50,NA,-0.47
2022-01-06 03:00:00,27.16,44.42,8.25,15.90,24.14,49.11,29.46,0.58,12.67,0.46,1.09,NA,NA,0.52,0.77,NA,98.52,0.59,219.14,NA,NA,4.50,NA,-0.46
2022-01-06 04:00:00,21.86,39.14,7.10,15.82,22.92,44.40,31.60,0.53,9.17,0.44,1.09,NA,NA,0.46,0.71,NA,98.52,0.52,224.40,NA,NA,4.50,NA,-0.47
2022-01-06 05:00:00,13.60,37.04,6.86,15.48,22.34,45.22,33.50,0.33,2.31,0.57,1.49,NA,NA,0.58,0.88,NA,98.54,0.45,217.59,NA,NA,4.50,NA,-0.46
2022-01-06 06:00:00,17.87,46.33,9.06,15.36,24.42,52.26,35.36,0.46,2.36,1.01,2.98,NA,NA,0.90,1.35,NA,98.52,0.53,233.37,NA,NA,15.28,NA,-0.47
2022-01-06 07:00:00,34.21,82.08,8.26,15.68,23.94,49.32,37.01,0.52,3.65,1.87,4.48,NA,NA,1.29,2.05,NA,98.51,0.79,233.73,NA,NA,276.50,NA,-0.45
2022-01-06 08:00:00,44.28,98.33,5.56,16.16,21.71,34.95,38.61,0.80,17.73,2.70,5.74,NA,NA,1.37,2.67,NA,96.81,1.56,231.58,NA,NA,428.15,NA,-0.40
2022-01-06 09:00:00,42.94,90.56,6.56,15.52,22.09,40.32,39.45,0.74,24.46,2.62,5.71,NA,NA,1.23,2.98,NA,91.65,2.20,235.60,NA,NA,478.28,NA,-0.36
