Datetime,AQI
2024-06-23,81.0
2024-06-24,82.0
2024-06-25,83.0
2024-06-26,83.0
2024-06-27,82.0
2024-06-28,82.0
2024-06-29,86.0
2024-06-30,121.0
2024-07-01,89.0
2024-07-02,79.0
2024-07-03,79.0
2024-07-04,77.0
2024-07-05,78.0
2024-07-06,83.0
2024-07-07,80.0
2024-07-08,80.0
2024-07-09,89.0
2024-07-10,86.0
2024-07-11,83.0
2024-07-12,107.0
2024-07-13,92.0
2024-07-14,92.0
2024-07-15,99.0
2024-07-16,88.0
2024-07-17,122.0
2024-07-18,95.0
2024-07-19,120.0
2024-07-20,106.0
2024-07-21,160.0
2024-07-22,130.0
2024-07-23,157.0
2024-07-24,112.0
2024-07-25,95.0
2024-07-26,131.0
2024-07-27,131.0
2024-07-28,132.0
2024-07-29,158.0
2024-07-30,137.0
2024-07-31,146.0
2024-08-01,143.0
2024-08-02,156.0
2024-08-03,162.0
2024-08-04,118.0
2024-08-05,163.0
2024-08-06,151.0
2024-08-07,140.0
2024-08-08,130.0
2024-08-09,128.0
2024-08-10,160.0
2024-08-11,129.0
2024-08-12,158.0
2024-08-13,178.0
2024-08-14,193.0
2024-08-15,181.0
2024-08-16,195.0
2024-08-17,217.0
2024-08-18,228.0
2024-08-19,203.0
2024-08-20,163.0
2024-08-21,136.0
2024-08-22,86.0
2024-08-23,63.0
2024-08-24,58.0
2024-08-25,59.0
2024-08-26,59.0
2024-08-27,46.0
2024-08-28,30.0
2024-08-29,27.0
2024-08-30,27.0
2024-08-31,25.0
2024-09-01,21.0
2024-09-02,20.0
2024-09-03,24.0
2024-09-04,32.0
2024-09-05,24.0
2024-09-06,27.0
2024-09-07,41.0
2024-09-08,23.0
2024-09-09,25.0
2024-09-10,21.0
2024-09-11,28.0
2024-09-12,33.0
2024-09-13,28.0
2024-09-14,24.0
2024-09-15,20.0
2024-09-16,19.0
2024-09-17,22.0
2024-09-18,27.0
2024-09-19,31.0
2024-09-20,41.0
2024-09-21,40.0
2024-09-22,43.0
2024-09-23,42.0
2024-09-24,53.0
2024-09-25,55.0
2024-09-26,55.0
2024-09-27,44.0
2024-09-28,56.0
2024-09-29,45.0
2024-09-30,42.0
2024-10-01,51.0
2024-10-02,61.0
2024-10-03,69.0
2024-10-04,60.0
2024-10-05,51.0
2024-10-06,60.0
2024-10-07,54.0
2024-10-08,51.0
2024-10-09,70.0
2024-10-10,68.0
2024-10-11,73.0
2024-10-12,50.0
2024-10-13,40.0
2024-10-14,46.0
2024-10-15,39.0
2024-10-16,37.0
2024-10-17,53.0
2024-10-18,82.0
2024-10-19,82.0
2024-10-20,71.0
2025-03-23,71.0
