Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NH3 (µg/m³),SO2 (µg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),VWS (m/s),station,hour,day,month,year,Wind Impact,NOx (µg/m³),CO (µg/m³),BP (hPa),PM2.5_SubIndex,PM10_SubIndex,CO_SubIndex,Ozone_SubIndex,SO2_SubIndex,NOx_SubIndex,Checks,AQI
2022-11-21,32.862500000000004,49.11041666666667,7.724583333333334,39.90208333333333,10.3375,10.167499999999999,64.29375,1.1954166666666666,2.2104166666666667,2.58,0.7233333333333333,0.6829166666666667,85.41000000000001,1.8104166666666668,112.46083333333333,9.431666666666667,-0.4495833333333333,,11.5,21.0,11.0,2022.0,203.22228333333337,89.55066666666666,765.8333333333334,1007.209379925,58.52708333333334,48.780277777777776,38.291666666666664,64.29375,12.709375,108.26301666666666,6.0,116.85744999999999
2022-11-22,57.16791666666666,87.95416666666667,9.901666666666667,29.542916666666667,11.4775,9.405416666666666,42.37083333333333,0.9154166666666667,1.7145833333333333,2.58,0.5579166666666667,0.5499999999999999,89.00875,1.6445833333333333,84.38666666666667,11.661666666666667,-0.4658333333333333,,11.5,22.0,11.0,2022.0,143.3085125,74.17148333333333,870.4166666666666,1006.1933551833334,98.37083333333334,87.8248611111111,43.520833333333336,42.37083333333333,11.756770833333334,92.12806666666665,6.0,103.57753472222221
2022-11-23,45.711666666666666,70.32583333333334,17.614166666666666,30.574583333333333,10.485833333333334,10.87625,38.23583333333333,0.7595833333333334,1.4400000000000002,2.58,0.4670833333333333,0.4766666666666666,88.86291666666666,1.7883333333333333,27.293333333333333,17.5675,-0.47541666666666665,,11.5,23.0,11.0,2022.0,47.91335,90.60111666666666,818.75,1006.462776725,76.18611111111112,70.32583333333334,40.9375,38.23583333333333,13.5953125,108.64881666666666,6.0,112.08105972222222
2022-11-24,75.58375,116.30666666666667,42.23416666666667,30.73375,12.785833333333334,9.414166666666667,36.32,0.3358333333333334,0.6929166666666666,2.58,0.21958333333333332,0.2783333333333333,89.97041666666667,1.07,119.13875,14.955416666666666,-0.4995833333333333,,11.5,24.0,11.0,2022.0,117.27227083333334,136.79819999999998,1067.5,1008.2920656666666,151.94583333333335,110.87111111111112,53.375,36.32,11.767708333333333,156.02228055555557,6.0,179.03307500000003
2022-11-25,75.60416666666667,116.30874999999999,38.461666666666666,31.990416666666665,12.387083333333335,8.825416666666667,25.885833333333334,0.54625,1.06375,2.58,0.3416666666666666,0.37666666666666665,87.29875,1.14625,94.415,14.684583333333334,-0.4879166666666667,,11.5,25.0,11.0,2022.0,97.54950416666667,132.45696666666666,1025.0,1009.2380963583333,157.5402777777778,108.25180555555556,51.25,25.885833333333334,11.031770833333333,151.62314027777776,6.0,191.02593888888887
2022-11-26,75.12833333333333,115.57541666666667,29.562083333333334,26.125416666666666,11.235,14.180416666666666,26.7075,0.49541666666666667,0.9754166666666667,2.58,0.3120833333333333,0.35375,88.10041666666666,1.12125,107.95333333333333,13.194583333333334,-0.49041666666666667,,11.5,26.0,11.0,2022.0,113.16267916666668,104.6925,918.75,1008.2076284,150.84583333333333,109.81583333333333,45.9375,26.7075,17.725520833333334,122.66983333333333,6.0,163.03276666666667
2022-11-27,88.28625,135.82916666666668,21.863333333333333,29.52416666666667,10.616666666666667,11.24125,29.221249999999998,0.45208333333333334,0.8979166666666667,2.58,0.28458333333333335,0.33375,88.23416666666667,1.1120833333333333,78.70291666666667,13.016666666666666,-0.49416666666666664,,11.5,27.0,11.0,2022.0,71.99070833333333,96.1103,938.75,1006.586099575,194.2875,123.88611111111112,46.9375,29.221249999999998,14.051562500000001,113.3724111111111,6.0,200.0301888888889
2022-11-28,94.12666666666667,144.80958333333334,30.663333333333338,47.06625,12.96375,10.105833333333333,34.53791666666667,0.4716666666666667,0.93,2.58,0.29791666666666666,0.34208333333333335,83.39125,1.0979166666666667,123.6675,14.326666666666666,-0.4920833333333334,,11.5,28.0,11.0,2022.0,130.865125,145.17438333333334,927.0833333333334,1007.4154735166667,213.75555555555556,129.87305555555557,46.354166666666664,34.53791666666667,12.632291666666667,163.29338055555556,6.0,229.31691666666666
2022-11-29,117.71,181.08916666666667,24.330416666666665,93.54333333333334,15.427916666666667,12.229583333333332,32.119166666666665,0.99125,1.8483333333333334,2.58,0.6020833333333333,0.5870833333333333,73.85416666666667,1.8095833333333333,117.625,15.696666666666667,-0.46249999999999997,,11.5,29.0,11.0,2022.0,233.28971666666666,221.45851666666667,961.25,1008.6537015916666,269.674358974359,154.05944444444444,48.0625,32.119166666666665,15.286979166666667,236.79722222222222,6.0,302.8905561965812
2022-11-30,113.51458333333333,174.63958333333335,12.377083333333333,60.2825,21.166666666666668,9.782083333333334,35.847500000000004,1.1095833333333334,2.0570833333333334,2.58,0.6720833333333333,0.6416666666666667,80.51666666666667,1.9749999999999999,120.45833333333333,15.07625,-0.4558333333333333,,11.5,30.0,11.0,2022.0,262.22175,136.54361666666665,1052.0833333333333,1009.2003217916667,274.7815170940171,149.75972222222222,52.604166666666664,35.847500000000004,12.227604166666666,156.4929111111111,6.0,276.6058782051282
